file,study,config_dir,in_manifest,category,deck_relevance
figs/s3/merged_all/plot_linear_comparison_12way.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_linear_comparison_12way.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_loess_errorbars_BM_rCMRGlc.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_loess_errorbars_BM_rCMRGlc.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_pagel_lambda_profile.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_pagel_lambda_profile.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_polynomial_comparison_BM_rCMRGlc.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_polynomial_comparison_BM_rCMRGlc.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_prediction_BM_vs_pagel.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_prediction_BM_vs_pagel.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_scatter_spearman_BM_rCMRGlc.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_scatter_spearman_BM_rCMRGlc.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_standardized_prediction_error.pdf,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/plot_standardized_prediction_error.png,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Amygdala.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Area_striata_grey.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Capsula_interna.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Cerebellum.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Corpus_geniculatum_laterale.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Hippocampus.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Insular_cortex_grey.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Mesencephalon.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Neocortex_grey.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Neocortex_white.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Nucleus_dentatus_cerebelli.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Nucleus_subthalamicus_Luysi.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Pallidum.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all/phylo_gls_region_jpgs/phylo_gls_Striatum.jpg,s3,figs/s3/merged_all,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined_mu_adjusted.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined_mu_adjusted.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_plots_combined_mu_adjusted.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism_BM_only.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism_BM_only.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism_pagelML_BM.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_human_brain_mosaicism_pagelML_BM.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_linear_CI_BM_rCMRGlc.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_linear_CI_BM_rCMRGlc.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_linear_comparison_12way.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_linear_comparison_12way.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_linear_comparison_12way.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_loess_errorbars_BM_rCMRGlc.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_loess_errorbars_BM_rCMRGlc.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_pagel_lambda_profile.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_pagel_lambda_profile.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_polynomial_comparison_BM_rCMRGlc.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_polynomial_comparison_BM_rCMRGlc.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_prediction_BM_vs_pagel.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_prediction_BM_vs_pagel.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_scatter_spearman_BM_rCMRGlc.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_scatter_spearman_BM_rCMRGlc.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_standardized_prediction_error.pdf,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/plot_standardized_prediction_error.png,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Amygdala.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Area_striata_grey.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Capsula_interna.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Cerebellum.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Corpus_geniculatum_laterale.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Hippocampus.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Insular_cortex_grey.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Mesencephalon.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Neocortex_grey.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Neocortex_white.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Nucleus_dentatus_cerebelli.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Nucleus_subthalamicus_Luysi.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Pallidum.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/merged_all_anthro/phylo_gls_region_jpgs/phylo_gls_Striatum.jpg,s3,figs/s3/merged_all_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/all/phylo_gls_region_plots.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined_mu_adjusted.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined_mu_adjusted.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_plots_combined_mu_adjusted.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_cubic_comparison_12way.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_cubic_comparison_12way.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_cubic_comparison_12way.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism.pdf,s3,figs/s3/all,Y,manifest_output,yes (slide slides 37-38)
figs/s3/all/plot_human_brain_mosaicism.png,s3,figs/s3/all,Y,manifest_output,yes (slide slides 37-38)
figs/s3/all/plot_human_brain_mosaicism_BM_only.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism_BM_only.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism_all_requested_views.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism_all_requested_views.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism_pagelML_BM.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_human_brain_mosaicism_pagelML_BM.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_linear_CI_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_linear_CI_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_linear_comparison_12way.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_linear_comparison_12way.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_linear_comparison_12way.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_loess_errorbars_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_loess_errorbars_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_pagel_lambda_profile.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_pagel_lambda_profile.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_polynomial_comparison_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_polynomial_comparison_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_prediction_BM_vs_pagel.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_prediction_BM_vs_pagel.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_quadratic_CI_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_quadratic_CI_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_quadratic_comparison_12way.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_quadratic_comparison_12way.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_quadratic_comparison_12way.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_CI_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_CI_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_spearman_BM_rCMRGlc.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_scatter_spearman_BM_rCMRGlc.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_standardized_prediction_error.pdf,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/plot_standardized_prediction_error.png,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Amygdala.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Area_striata_grey.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Capsula_interna.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Cerebellum.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Corpus_geniculatum_laterale.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Hippocampus.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Insular_cortex_grey.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Mesencephalon.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Neocortex_grey.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Neocortex_white.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Nucleus_dentatus_cerebelli.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Nucleus_subthalamicus_Luysi.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Pallidum.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Remainder.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/all/phylo_gls_region_jpgs/phylo_gls_Striatum.jpg,s3,figs/s3/all,N,script_output_untracked,maybe (core config)
figs/s3/stephan_anthro/phylo_gls_region_plots.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined_mu_adjusted.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined_mu_adjusted.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_plots_combined_mu_adjusted.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism_BM_only.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism_BM_only.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism_pagelML_BM.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_human_brain_mosaicism_pagelML_BM.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_linear_CI_BM_rCMRGlc.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_linear_CI_BM_rCMRGlc.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_linear_comparison_12way.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_linear_comparison_12way.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_linear_comparison_12way.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_loess_errorbars_BM_rCMRGlc.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_loess_errorbars_BM_rCMRGlc.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_pagel_lambda_profile.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_pagel_lambda_profile.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_polynomial_comparison_BM_rCMRGlc.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_polynomial_comparison_BM_rCMRGlc.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_prediction_BM_vs_pagel.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_prediction_BM_vs_pagel.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_scatter_spearman_BM_rCMRGlc.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_scatter_spearman_BM_rCMRGlc.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_standardized_prediction_error.pdf,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/plot_standardized_prediction_error.png,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Amygdala.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Area_striata_grey.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Capsula_interna.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Cerebellum.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Corpus_geniculatum_laterale.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Hippocampus.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Insular_cortex_grey.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Mesencephalon.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Neocortex_grey.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Neocortex_white.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
figs/s3/stephan_anthro/phylo_gls_region_jpgs/phylo_gls_Nucleus_dentatus_cerebelli.jpg,s3,figs/s3/stephan_anthro,N,script_output_untracked,no (diagnostic config sweep)
